# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://waterdata.usgs.gov/nwis/help/?provisional
#
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2008-04-08 18:23:17 EDT
#
# Data for the following site(s) are contained in this file
#    USGS 05242300 MISSISSIPPI RIVER AT BRAINERD, MN
#    USGS 05270700 MISSISSIPPI RIVER AT ST. CLOUD, MN
#    USGS 05331000 MISSISSIPPI RIVER AT ST. PAUL, MN
#    USGS 05378500 MISSISSIPPI RIVER AT WINONA, MN
#    USGS 05389500 Mississippi River at McGregor, IA
#    USGS 05420500 Mississippi River at Clinton, IA
#    USGS 05587450 Mississippi River at Grafton, IL
#    USGS 07010000 Mississippi River at St. Louis, MO
#    USGS 07022000 Mississippi River at Thebes, IL
# -----------------------------------------------------------------------------------
#
# Data provided for site 05242300
#    DD parameter statistic   Description
#    10   00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	10_00060_00003	10_00060_00003_cd
USGS	05331000	1994-05-24	28400	A
USGS	05331000	1994-05-25	28000	A
USGS	05331000	1994-05-26	27500	A
USGS	05331000	1994-05-27	27100	A
USGS	05331000	1994-05-28	26600	A
USGS	05331000	1994-05-29	25700	A
USGS	05331000	1994-05-30	24800	A
USGS	05331000	1994-05-31	23700	A
USGS	05331000	1994-06-01	22400	A
USGS	05331000	1994-06-02	21300	A
USGS	05331000	1994-06-03	19600	A
USGS	05331000	1994-06-04	18400	A
USGS	05331000	1994-06-05	17200	A
USGS	05331000	1994-06-06	17300	A
USGS	05331000	1994-06-07	18700	A
USGS	05331000	1994-06-08	20100	A
USGS	05331000	1994-06-09	21200	A
USGS	05331000	1994-06-10	22800	A
USGS	05331000	1994-06-11	22800	A
USGS	05331000	1994-06-12	23100	A
USGS	05331000	1994-06-13	22600	A
USGS	05331000	1994-06-14	22200	A
USGS	05331000	1994-06-15	21700	A
USGS	05331000	1994-06-16	20300	A
USGS	05331000	1994-06-17	20400	A
USGS	05331000	1994-06-18	19300	A
USGS	05331000	1994-06-19	19800	A
USGS	05331000	1994-06-20	17900	A
USGS	05331000	1994-06-21	18700	A
USGS	05331000	1994-06-22	22300	A
USGS	05331000	1994-06-23	24400	A
USGS	05331000	1994-06-24	25800	A
USGS	05331000	1994-06-25	26800	A
USGS	05331000	1994-06-26	27300	A
USGS	05331000	1994-06-27	27400	A
USGS	05331000	1994-06-28	27500	A
USGS	05331000	1994-06-29	27300	A
USGS	05331000	1994-06-30	27500	A
USGS	05331000	1994-07-01	27200	A
USGS	05331000	1994-07-02	26700	A
USGS	05331000	1994-07-03	25400	A
USGS	05331000	1994-07-04	24300	A
USGS	05331000	1994-07-05	26100	A
USGS	05331000	1994-07-06	23700	A
USGS	05331000	1994-07-07	22400	A
USGS	05331000	1994-07-08	22900	A
USGS	05331000	1994-07-09	27300	A
USGS	05331000	1994-07-10	28200	A
USGS	05331000	1994-07-11	28000	A
USGS	05331000	1994-07-12	27500	A
USGS	05331000	1994-07-13	26600	A
USGS	05331000	1994-07-14	25200	A
USGS	05331000	1994-07-15	23900	A
USGS	05331000	1994-07-16	22600	A
USGS	05331000	1994-07-17	22200	A
USGS	05331000	1994-07-18	22000	A
USGS	05331000	1994-07-19	22300	A
USGS	05331000	1994-07-20	22300	A
USGS	05331000	1994-07-21	24000	A
USGS	05331000	1994-07-22	25400	A
USGS	05331000	1994-07-23	23900	A
USGS	05331000	1994-07-24	24300	A
USGS	05331000	1994-07-25	23600	A
USGS	05331000	1994-07-26	23000	A
USGS	05331000	1994-07-27	22100	A
USGS	05331000	1994-07-28	20500	A
USGS	05331000	1994-07-29	19100	A
USGS	05331000	1994-07-30	17600	A
USGS	05331000	1994-07-31	16000	A
USGS	05331000	1994-08-01	15300	A
USGS	05331000	1994-08-02	14600	A
USGS	05331000	1994-08-03	14100	A
USGS	05331000	1994-08-04	13300	A
USGS	05331000	1994-08-05	13600	A
USGS	05331000	1994-08-06	13700	A
USGS	05331000	1994-08-07	11800	A
USGS	05331000	1994-08-08	12400	A
USGS	05331000	1994-08-09	12500	A
USGS	05331000	1994-08-10	12800	A
USGS	05331000	1994-08-11	13400	A
USGS	05331000	1994-08-12	18400	A
USGS	05331000	1994-08-13	21400	A
USGS	05331000	1994-08-14	22800	A
USGS	05331000	1994-08-15	23400	A
USGS	05331000	1994-08-16	22900	A
USGS	05331000	1994-08-17	22300	A
USGS	05331000	1994-08-18	21300	A
USGS	05331000	1994-08-19	20000	A
USGS	05331000	1994-08-20	17500	A
USGS	05331000	1994-08-21	16900	A
USGS	05331000	1994-08-22	15500	A
USGS	05331000	1994-08-23	14100	A
USGS	05331000	1994-08-24	13100	A
USGS	05331000	1994-08-25	12500	A
USGS	05331000	1994-08-26	11300	A
USGS	05331000	1994-08-27	12200	A
USGS	05331000	1994-08-28	12800	A
USGS	05331000	1994-08-29	12500	A
USGS	05331000	1994-08-30	13300	A
USGS	05331000	1994-08-31	12400	A
USGS	05331000	1994-09-01	12200	A
USGS	05331000	1994-09-02	12400	A
USGS	05331000	1994-09-03	11700	A
USGS	05331000	1994-09-04	11500	A
USGS	05331000	1994-09-05	12000	A
USGS	05331000	1994-09-06	11400	A
USGS	05331000	1994-09-07	12100	A
USGS	05331000	1994-09-08	11900	A
USGS	05331000	1994-09-09	11300	A
USGS	05331000	1994-09-10	11200	A
USGS	05331000	1994-09-11	10600	A
USGS	05331000	1994-09-12	10100	A
USGS	05331000	1994-09-13	9700	A
USGS	05331000	1994-09-14	11400	A
USGS	05331000	1994-09-15	13300	A
USGS	05331000	1994-09-16	13700	A
USGS	05331000	1994-09-17	13200	A
USGS	05331000	1994-09-18	12500	A
USGS	05331000	1994-09-19	12100	A
USGS	05331000	1994-09-20	11800	A
USGS	05331000	1994-09-21	11500	A
USGS	05331000	1994-09-22	11600	A
USGS	05331000	1994-09-23	12500	A
USGS	05331000	1994-09-24	12100	A
USGS	05331000	1994-09-25	12700	A
USGS	05331000	1994-09-26	14000	A
USGS	05331000	1994-09-27	15700	A
USGS	05331000	1994-09-28	15000	A
USGS	05331000	1994-09-29	14000	A
USGS	05331000	1994-09-30	14100	A
USGS	05331000	1994-10-01	13800	A
USGS	05331000	1994-10-02	12700	A
USGS	05331000	1994-10-03	12100	A
USGS	05331000	1994-10-04	12000	A
USGS	05331000	1994-10-05	12600	A
USGS	05331000	1994-10-06	13400	A
USGS	05331000	1994-10-07	14300	A
USGS	05331000	1994-10-08	16400	A
USGS	05331000	1994-10-09	17500	A
USGS	05331000	1994-10-10	17500	A
USGS	05331000	1994-10-11	17600	A
USGS	05331000	1994-10-12	17600	A
USGS	05331000	1994-10-13	16700	A
USGS	05331000	1994-10-14	16400	A
USGS	05331000	1994-10-15	15900	A
USGS	05331000	1994-10-16	14500	A
USGS	05331000	1994-10-17	14500	A
USGS	05331000	1994-10-18	16200	A
USGS	05331000	1994-10-19	18800	A
USGS	05331000	1994-10-20	21500	A
USGS	05331000	1994-10-21	23200	A
USGS	05331000	1994-10-22	23200	A
USGS	05331000	1994-10-23	23900	A
USGS	05331000	1994-10-24	24900	A
USGS	05331000	1994-10-25	24800	A
USGS	05331000	1994-10-26	24200	A
USGS	05331000	1994-10-27	23100	A
USGS	05331000	1994-10-28	22200	A
USGS	05331000	1994-10-29	21300	A
USGS	05331000	1994-10-30	20500	A
USGS	05331000	1994-10-31	19700	A
USGS	05331000	1994-11-01	19000	A
USGS	05331000	1994-11-02	18600	A
USGS	05331000	1994-11-03	18000	A
USGS	05331000	1994-11-04	17200	A
USGS	05331000	1994-11-05	16800	A
USGS	05331000	1994-11-06	16300	A
USGS	05331000	1994-11-07	16000	A
USGS	05331000	1994-11-08	15400	A
USGS	05331000	1994-11-09	15100	A
USGS	05331000	1994-11-10	14200	A
USGS	05331000	1994-11-11	14200	A
USGS	05331000	1994-11-12	14100	A
USGS	05331000	1994-11-13	13700	A
USGS	05331000	1994-11-14	13400	A
USGS	05331000	1994-11-15	13300	A
USGS	05331000	1994-11-16	13100	A
USGS	05331000	1994-11-17	12700	A
USGS	05331000	1994-11-18	12700	A
USGS	05331000	1994-11-19	12800	A
USGS	05331000	1994-11-20	12900	A
USGS	05331000	1994-11-21	12200	A
USGS	05331000	1994-11-22	12900	A
USGS	05331000	1994-11-23	12300	A
USGS	05331000	1994-11-24	12800	A
USGS	05331000	1994-11-25	12900	A
USGS	05331000	1994-11-26	12600	A
USGS	05331000	1994-11-27	12200	Ae
USGS	05331000	1994-11-28	12000	Ae
USGS	05331000	1994-11-29	11100	Ae
USGS	05331000	1994-11-30	9770	Ae
USGS	05331000	1994-12-01	9520	A
USGS	05331000	1994-12-02	10500	A
USGS	05331000	1994-12-03	11200	Ae
USGS	05331000	1994-12-04	11500	Ae
USGS	05331000	1994-12-05	11800	Ae
USGS	05331000	1994-12-06	11700	Ae
USGS	05331000	1994-12-07	10100	Ae
USGS	05331000	1994-12-08	9820	Ae
USGS	05331000	1994-12-09	10200	A
USGS	05331000	1994-12-10	9590	A
USGS	05331000	1994-12-11	9230	A
USGS	05331000	1994-12-12	8060	Ae
USGS	05331000	1994-12-13	8000	Ae
USGS	05331000	1994-12-14	8430	Ae
USGS	05331000	1994-12-15	7980	Ae
USGS	05331000	1994-12-16	9010	Ae
USGS	05331000	1994-12-17	9870	Ae
USGS	05331000	1994-12-18	10100	Ae
USGS	05331000	1994-12-19	9110	Ae
USGS	05331000	1994-12-20	8760	Ae
USGS	05331000	1994-12-21	9440	Ae
USGS	05331000	1994-12-22	10100	Ae
USGS	05331000	1994-12-23	10400	Ae
USGS	05331000	1994-12-24	10700	Ae
USGS	05331000	1994-12-25	10500	Ae
USGS	05331000	1994-12-26	10300	Ae
USGS	05331000	1994-12-27	10300	Ae
USGS	05331000	1994-12-28	10500	Ae
USGS	05331000	1994-12-29	10400	Ae
USGS	05331000	1994-12-30	9640	Ae
USGS	05331000	1994-12-31	10000	Ae
USGS	05331000	1995-01-01	9340	Ae
USGS	05331000	1995-01-02	8900	Ae
USGS	05331000	1995-01-03	8740	Ae
USGS	05331000	1995-01-04	6780	Ae
USGS	05331000	1995-01-05	6960	Ae
USGS	05331000	1995-01-06	7100	Ae
USGS	05331000	1995-01-07	7580	Ae
USGS	05331000	1995-01-08	7710	Ae
USGS	05331000	1995-01-09	7690	Ae
USGS	05331000	1995-01-10	7540	Ae
USGS	05331000	1995-01-11	7820	Ae
USGS	05331000	1995-01-12	8440	Ae
USGS	05331000	1995-01-13	8740	Ae
USGS	05331000	1995-01-14	8370	Ae
USGS	05331000	1995-01-15	8280	Ae
USGS	05331000	1995-01-16	8060	Ae
USGS	05331000	1995-01-17	8620	Ae
USGS	05331000	1995-01-18	8310	Ae
USGS	05331000	1995-01-19	7800	Ae
USGS	05331000	1995-01-20	7410	Ae
USGS	05331000	1995-01-21	7420	Ae
USGS	05331000	1995-01-22	7640	Ae
USGS	05331000	1995-01-23	7020	Ae
USGS	05331000	1995-01-24	6750	Ae
USGS	05331000	1995-01-25	6990	Ae
USGS	05331000	1995-01-26	7610	Ae
USGS	05331000	1995-01-27	7300	Ae
USGS	05331000	1995-01-28	7130	Ae
USGS	05331000	1995-01-29	7210	Ae
USGS	05331000	1995-01-30	6930	Ae
USGS	05331000	1995-01-31	6810	Ae
USGS	05331000	1995-02-01	7010	Ae
USGS	05331000	1995-02-02	6810	Ae
USGS	05331000	1995-02-03	6970	Ae
USGS	05331000	1995-02-04	6730	Ae
USGS	05331000	1995-02-05	6390	Ae
USGS	05331000	1995-02-06	6360	Ae
USGS	05331000	1995-02-07	6450	Ae
USGS	05331000	1995-02-08	6210	Ae
USGS	05331000	1995-02-09	6900	Ae
USGS	05331000	1995-02-10	7100	Ae
USGS	05331000	1995-02-11	4670	Ae
USGS	05331000	1995-02-12	5250	Ae
USGS	05331000	1995-02-13	5910	Ae
USGS	05331000	1995-02-14	6070	Ae
USGS	05331000	1995-02-15	6130	Ae
USGS	05331000	1995-02-16	6290	Ae
USGS	05331000	1995-02-17	6030	Ae
USGS	05331000	1995-02-18	6460	Ae
USGS	05331000	1995-02-19	6300	Ae
USGS	05331000	1995-02-20	6390	Ae
USGS	05331000	1995-02-21	6100	Ae
USGS	05331000	1995-02-22	6050	Ae
USGS	05331000	1995-02-23	6310	Ae
USGS	05331000	1995-02-24	6230	Ae
USGS	05331000	1995-02-25	6000	Ae
USGS	05331000	1995-02-26	5820	Ae
USGS	05331000	1995-02-27	5790	Ae
USGS	05331000	1995-02-28	6050	Ae
USGS	05331000	1995-03-01	5000	Ae
USGS	05331000	1995-03-02	5480	Ae
USGS	05331000	1995-03-03	6370	Ae
USGS	05331000	1995-03-04	5860	Ae
USGS	05331000	1995-03-05	5960	Ae
USGS	05331000	1995-03-06	5650	Ae
USGS	05331000	1995-03-07	5060	Ae
USGS	05331000	1995-03-08	5320	Ae
USGS	05331000	1995-03-09	5650	Ae
USGS	05331000	1995-03-10	5750	Ae
USGS	05331000	1995-03-11	5800	Ae
USGS	05331000	1995-03-12	6060	Ae
USGS	05331000	1995-03-13	6350	Ae
USGS	05331000	1995-03-14	9630	Ae
USGS	05331000	1995-03-15	14600	Ae
USGS	05331000	1995-03-16	18600	Ae
USGS	05331000	1995-03-17	23600	Ae
USGS	05331000	1995-03-18	29900	A
USGS	05331000	1995-03-19	33600	A
USGS	05331000	1995-03-20	35900	A
USGS	05331000	1995-03-21	37900	A
USGS	05331000	1995-03-22	38000	A
USGS	05331000	1995-03-23	37600	A
USGS	05331000	1995-03-24	36100	A
USGS	05331000	1995-03-25	35400	A
USGS	05331000	1995-03-26	36300	A
USGS	05331000	1995-03-27	38300	A
USGS	05331000	1995-03-28	41500	A
USGS	05331000	1995-03-29	42200	A
USGS	05331000	1995-03-30	42700	A
USGS	05331000	1995-03-31	43400	A
USGS	05331000	1995-04-01	43900	A
USGS	05331000	1995-04-02	43700	A
USGS	05331000	1995-04-03	43500	A
USGS	05331000	1995-04-04	44200	A
USGS	05331000	1995-04-05	44400	A
USGS	05331000	1995-04-06	43100	A
USGS	05331000	1995-04-07	42000	A
USGS	05331000	1995-04-08	40100	A
USGS	05331000	1995-04-09	38100	A
USGS	05331000	1995-04-10	36300	A
USGS	05331000	1995-04-11	35500	A
USGS	05331000	1995-04-12	35200	A
USGS	05331000	1995-04-13	34500	A
USGS	05331000	1995-04-14	34400	A
USGS	05331000	1995-04-15	34900	A
USGS	05331000	1995-04-16	36300	A
USGS	05331000	1995-04-17	37200	A
USGS	05331000	1995-04-18	39500	A
USGS	05331000	1995-04-19	41300	A
USGS	05331000	1995-04-20	43700	A
USGS	05331000	1995-04-21	45700	A
USGS	05331000	1995-04-22	47500	A
USGS	05331000	1995-04-23	48900	A
USGS	05331000	1995-04-24	50100	A
USGS	05331000	1995-04-25	51700	A
USGS	05331000	1995-04-26	52700	A
USGS	05331000	1995-04-27	53500	A
USGS	05331000	1995-04-28	53700	A
USGS	05331000	1995-04-29	53400	A
USGS	05331000	1995-04-30	52500	A
USGS	05331000	1995-05-01	50900	A
USGS	05331000	1995-05-02	49300	A
USGS	05331000	1995-05-03	47400	A
USGS	05331000	1995-05-04	45800	A
USGS	05331000	1995-05-05	44000	A
USGS	05331000	1995-05-06	42100	A
USGS	05331000	1995-05-07	41000	A
USGS	05331000	1995-05-08	39700	A
USGS	05331000	1995-05-09	39000	A
USGS	05331000	1995-05-10	38400	A
USGS	05331000	1995-05-11	38000	A
USGS	05331000	1995-05-12	37600	A
USGS	05331000	1995-05-13	37900	A
USGS	05331000	1995-05-14	38300	A
USGS	05331000	1995-05-15	38900	A
USGS	05331000	1995-05-16	40800	A
USGS	05331000	1995-05-17	42900	A
USGS	05331000	1995-05-18	43800	A
USGS	05331000	1995-05-19	45200	A
USGS	05331000	1995-05-20	46000	A
USGS	05331000	1995-05-21	46300	A
USGS	05331000	1995-05-22	45800	A
USGS	05331000	1995-05-23	45100	A
USGS	05331000	1995-05-24	43600	A
USGS	05331000	1995-05-25	41000	A
USGS	05331000	1995-05-26	39100	A
USGS	05331000	1995-05-27	37800	A
USGS	05331000	1995-05-28	38000	A
USGS	05331000	1995-05-29	35200	A
USGS	05331000	1995-05-30	32900	A
USGS	05331000	1995-05-31	31700	A
USGS	05331000	1995-06-01	31300	A
USGS	05331000	1995-06-02	31300	A
USGS	05331000	1995-06-03	31500	A
USGS	05331000	1995-06-04	31200	A
USGS	05331000	1995-06-05	32200	A
USGS	05331000	1995-06-06	33900	A
USGS	05331000	1995-06-07	34700	A
USGS	05331000	1995-06-08	33100	A
USGS	05331000	1995-06-09	33200	A
USGS	05331000	1995-06-10	33800	A
USGS	05331000	1995-06-11	34400	A
USGS	05331000	1995-06-12	34900	A
USGS	05331000	1995-06-13	34800	A
USGS	05331000	1995-06-14	34400	A
USGS	05331000	1995-06-15	33700	A
USGS	05331000	1995-06-16	32100	A
USGS	05331000	1995-06-17	30200	A
USGS	05331000	1995-06-18	28100	A
USGS	05331000	1995-06-19	25400	A
USGS	05331000	1995-06-20	23100	A
USGS	05331000	1995-06-21	21300	A
USGS	05331000	1995-06-22	19600	A
USGS	05331000	1995-06-23	18500	A
USGS	05331000	1995-06-24	17200	A
USGS	05331000	1995-06-25	16400	A
USGS	05331000	1995-06-26	15700	A
USGS	05331000	1995-06-27	15000	A
USGS	05331000	1995-06-28	15400	A
USGS	05331000	1995-06-29	16000	A
USGS	05331000	1995-06-30	17000	A
USGS	05331000	1995-07-01	17400	A
USGS	05331000	1995-07-02	18100	A
USGS	05331000	1995-07-03	18300	A
USGS	05331000	1995-07-04	18100	A
USGS	05331000	1995-07-05	17900	A
USGS	05331000	1995-07-06	20000	A
USGS	05331000	1995-07-07	19100	A
USGS	05331000	1995-07-08	19700	A
USGS	05331000	1995-07-09	20600	A
USGS	05331000	1995-07-10	21700	A
USGS	05331000	1995-07-11	22200	A
USGS	05331000	1995-07-12	22400	A
USGS	05331000	1995-07-13	22900	A
USGS	05331000	1995-07-14	22800	A
USGS	05331000	1995-07-15	22600	A
USGS	05331000	1995-07-16	23000	A
USGS	05331000	1995-07-17	24200	A
USGS	05331000	1995-07-18	24400	A
USGS	05331000	1995-07-19	24800	A
USGS	05331000	1995-07-20	24800	A
USGS	05331000	1995-07-21	25200	A
USGS	05331000	1995-07-22	25300	A
USGS	05331000	1995-07-23	26500	A
USGS	05331000	1995-07-24	26700	A
USGS	05331000	1995-07-25	26700	A
USGS	05331000	1995-07-26	26600	A
USGS	05331000	1995-07-27	26800	A
USGS	05331000	1995-07-28	26400	A
USGS	05331000	1995-07-29	25200	A
USGS	05331000	1995-07-30	25000	A
USGS	05331000	1995-07-31	24900	A
USGS	05331000	1995-08-01	25500	A
USGS	05331000	1995-08-02	25700	A
USGS	05331000	1995-08-03	24700	A
USGS	05331000	1995-08-04	23900	A
USGS	05331000	1995-08-05	22100	A
USGS	05331000	1995-08-06	19700	A
USGS	05331000	1995-08-07	19200	A
USGS	05331000	1995-08-08	19200	A
USGS	05331000	1995-08-09	20400	A
USGS	05331000	1995-08-10	22400	A
USGS	05331000	1995-08-11	23000	A
USGS	05331000	1995-08-12	23400	A
USGS	05331000	1995-08-13	24000	A
USGS	05331000	1995-08-14	23200	A
USGS	05331000	1995-08-15	23300	A
USGS	05331000	1995-08-16	21900	A
USGS	05331000	1995-08-17	20700	A
USGS	05331000	1995-08-18	19800	A
USGS	05331000	1995-08-19	19100	A
USGS	05331000	1995-08-20	19100	A
USGS	05331000	1995-08-21	18300	A
USGS	05331000	1995-08-22	17200	A
USGS	05331000	1995-08-23	15700	A
USGS	05331000	1995-08-24	14800	A
USGS	05331000	1995-08-25	14300	A
USGS	05331000	1995-08-26	14500	A
USGS	05331000	1995-08-27	15300	A
USGS	05331000	1995-08-28	16600	A
USGS	05331000	1995-08-29	16900	A
USGS	05331000	1995-08-30	18100	A
USGS	05331000	1995-08-31	18700	A
USGS	05331000	1995-09-01	19100	A
USGS	05331000	1995-09-02	19500	A
USGS	05331000	1995-09-03	19600	A
USGS	05331000	1995-09-04	19000	A
USGS	05331000	1995-09-05	18800	A
USGS	05331000	1995-09-06	17900	A
USGS	05331000	1995-09-07	16700	A
USGS	05331000	1995-09-08	16000	A
USGS	05331000	1995-09-09	15600	A
USGS	05331000	1995-09-10	14400	A
USGS	05331000	1995-09-11	13600	A
USGS	05331000	1995-09-12	12900	A
USGS	05331000	1995-09-13	12300	A
USGS	05331000	1995-09-14	11800	A
USGS	05331000	1995-09-15	10800	A
USGS	05331000	1995-09-16	10500	A
USGS	05331000	1995-09-17	10500	A
USGS	05331000	1995-09-18	10100	A
USGS	05331000	1995-09-19	9530	A
USGS	05331000	1995-09-20	9250	A
USGS	05331000	1995-09-21	9540	A
USGS	05331000	1995-09-22	8830	A
USGS	05331000	1995-09-23	8760	A
USGS	05331000	1995-09-24	8570	A
USGS	05331000	1995-09-25	8240	A
USGS	05331000	1995-09-26	8690	A
USGS	05331000	1995-09-27	8460	A
USGS	05331000	1995-09-28	8080	A
USGS	05331000	1995-09-29	8070	A
USGS	05331000	1995-09-30	8060	A
USGS	05331000	1995-10-01	8390	A
USGS	05331000	1995-10-02	9440	A
USGS	05331000	1995-10-03	12200	A
USGS	05331000	1995-10-04	15400	A
USGS	05331000	1995-10-05	19000	A
USGS	05331000	1995-10-06	22000	A
USGS	05331000	1995-10-07	24900	A
USGS	05331000	1995-10-08	26300	A
USGS	05331000	1995-10-09	27800	A
USGS	05331000	1995-10-10	28500	A
USGS	05331000	1995-10-11	29600	A
USGS	05331000	1995-10-12	30300	A
USGS	05331000	1995-10-13	30200	A
USGS	05331000	1995-10-14	29800	A
USGS	05331000	1995-10-15	29300	A
USGS	05331000	1995-10-16	29000	A
USGS	05331000	1995-10-17	28700	A
USGS	05331000	1995-10-18	28100	A
USGS	05331000	1995-10-19	26900	A
USGS	05331000	1995-10-20	26200	A
USGS	05331000	1995-10-21	26100	A
USGS	05331000	1995-10-22	24900	A
USGS	05331000	1995-10-23	25200	A
USGS	05331000	1995-10-24	26300	A
USGS	05331000	1995-10-25	26900	A
USGS	05331000	1995-10-26	28100	A
USGS	05331000	1995-10-27	28900	A
USGS	05331000	1995-10-28	30100	A
USGS	05331000	1995-10-29	30300	A
USGS	05331000	1995-10-30	30600	A
USGS	05331000	1995-10-31	30900	A
USGS	05331000	1995-11-01	31600	A
USGS	05331000	1995-11-02	31400	A
USGS	05331000	1995-11-03	31300	A
USGS	05331000	1995-11-04	31900	A
USGS	05331000	1995-11-05	32200	A
USGS	05331000	1995-11-06	31100	A
USGS	05331000	1995-11-07	30600	A
USGS	05331000	1995-11-08	30100	A
USGS	05331000	1995-11-09	29100	A
USGS	05331000	1995-11-10	27800	A
USGS	05331000	1995-11-11	27600	A
USGS	05331000	1995-11-12	25600	A
USGS	05331000	1995-11-13	24600	A
USGS	05331000	1995-11-14	23400	A
USGS	05331000	1995-11-15	22400	A
USGS	05331000	1995-11-16	22100	A
USGS	05331000	1995-11-17	22200	A
USGS	05331000	1995-11-18	21900	A
USGS	05331000	1995-11-19	21700	A
USGS	05331000	1995-11-20	21000	A
USGS	05331000	1995-11-21	20900	A
USGS	05331000	1995-11-22	20300	A
USGS	05331000	1995-11-23	18300	A
USGS	05331000	1995-11-24	16900	A
USGS	05331000	1995-11-25	15300	A
USGS	05331000	1995-11-26	15600	Ae
USGS	05331000	1995-11-27	15900	Ae
USGS	05331000	1995-11-28	15400	Ae
USGS	05331000	1995-11-29	14600	Ae
USGS	05331000	1995-11-30	13800	Ae
USGS	05331000	1995-12-01	15300	Ae
USGS	05331000	1995-12-02	15000	Ae
USGS	05331000	1995-12-03	15200	Ae
USGS	05331000	1995-12-04	15000	Ae
USGS	05331000	1995-12-05	14500	Ae
USGS	05331000	1995-12-06	14000	Ae
USGS	05331000	1995-12-07	11400	Ae
USGS	05331000	1995-12-08	10600	Ae
USGS	05331000	1995-12-09	11300	Ae
USGS	05331000	1995-12-10	9260	Ae
USGS	05331000	1995-12-11	8610	Ae
USGS	05331000	1995-12-12	9170	Ae
USGS	05331000	1995-12-13	10900	Ae
USGS	05331000	1995-12-14	11300	Ae
USGS	05331000	1995-12-15	11200	Ae
USGS	05331000	1995-12-16	11800	Ae
USGS	05331000	1995-12-17	11300	Ae
USGS	05331000	1995-12-18	10900	Ae
USGS	05331000	1995-12-19	11200	Ae
USGS	05331000	1995-12-20	11500	Ae
USGS	05331000	1995-12-21	11600	Ae
USGS	05331000	1995-12-22	11000	Ae
USGS	05331000	1995-12-23	11100	Ae
USGS	05331000	1995-12-24	11300	Ae
USGS	05331000	1995-12-25	11600	Ae
USGS	05331000	1995-12-26	11100	Ae
USGS	05331000	1995-12-27	10900	Ae
USGS	05331000	1995-12-28	11700	Ae
USGS	05331000	1995-12-29	11100	Ae
USGS	05331000	1995-12-30	10400	Ae
USGS	05331000	1995-12-31	11000	Ae
USGS	05331000	1996-01-01	11400	Ae
USGS	05331000	1996-01-02	11500	Ae
USGS	05331000	1996-01-03	11000	Ae
USGS	05331000	1996-01-04	10100	Ae
USGS	05331000	1996-01-05	9730	Ae
USGS	05331000	1996-01-06	9700	Ae
USGS	05331000	1996-01-07	8980	Ae
USGS	05331000	1996-01-08	8690	Ae
USGS	05331000	1996-01-09	9070	Ae
USGS	05331000	1996-01-10	9980	Ae
USGS	05331000	1996-01-11	10300	Ae
USGS	05331000	1996-01-12	9690	Ae
USGS	05331000	1996-01-13	9570	Ae
USGS	05331000	1996-01-14	9830	Ae
USGS	05331000	1996-01-15	9650	Ae
USGS	05331000	1996-01-16	8180	Ae
USGS	05331000	1996-01-17	8570	Ae
USGS	05331000	1996-01-18	9980	Ae
USGS	05331000	1996-01-19	8300	Ae
USGS	05331000	1996-01-20	7800	Ae
USGS	05331000	1996-01-21	6900	Ae
USGS	05331000	1996-01-22	8190	Ae
USGS	05331000	1996-01-23	8740	Ae
USGS	05331000	1996-01-24	8450	Ae
USGS	05331000	1996-01-25	8430	Ae
USGS	05331000	1996-01-26	8270	Ae
USGS	05331000	1996-01-27	7910	Ae
USGS	05331000	1996-01-28	7960	Ae
USGS	05331000	1996-01-29	8030	Ae
USGS	05331000	1996-01-30	7980	Ae
USGS	05331000	1996-01-31	7670	Ae
USGS	05331000	1996-02-01	7660	Ae
USGS	05331000	1996-02-02	7820	Ae
USGS	05331000	1996-02-03	7240	Ae
USGS	05331000	1996-02-04	7290	Ae
USGS	05331000	1996-02-05	7520	Ae
USGS	05331000	1996-02-06	7230	Ae
USGS	05331000	1996-02-07	7720	Ae
USGS	05331000	1996-02-08	7830	Ae
USGS	05331000	1996-02-09	8000	Ae
USGS	05331000	1996-02-10	7920	Ae
USGS	05331000	1996-02-11	8000	Ae
USGS	05331000	1996-02-12	7960	Ae
USGS	05331000	1996-02-13	7700	Ae
USGS	05331000	1996-02-14	7930	Ae
USGS	05331000	1996-02-15	7980	Ae
USGS	05331000	1996-02-16	7920	Ae
USGS	05331000	1996-02-17	8180	Ae
USGS	05331000	1996-02-18	7930	Ae
USGS	05331000	1996-02-19	8100	Ae
USGS	05331000	1996-02-20	8090	Ae
USGS	05331000	1996-02-21	8020	Ae
USGS	05331000	1996-02-22	8240	Ae
USGS	05331000	1996-02-23	8130	Ae
USGS	05331000	1996-02-24	8370	Ae
USGS	05331000	1996-02-25	8550	Ae
